Pokemon_1,Objeto_1,Habilidad_1,Teratipo_1,Mov1_1,Mov2_1,Mov3_1,Mov4_1,Pokemon_2,Objeto_2,Habilidad_2,Teratipo_2,Mov1_2,Mov2_2,Mov3_2,Mov4_2,Pokemon_3,Objeto_3,Habilidad_3,Teratipo_3,Mov1_3,Mov2_3,Mov3_3,Mov4_3,Pokemon_4,Objeto_4,Habilidad_4,Teratipo_4,Mov1_4,Mov2_4,Mov3_4,Mov4_4,Pokemon_5,Objeto_5,Habilidad_5,Teratipo_5,Mov1_5,Mov2_5,Mov3_5,Mov4_5,Pokemon_6,Objeto_6,Habilidad_6,Teratipo_6,Mov1_6,Mov2_6,Mov3_6,Mov4_6,Archetype
Indeedee-F,Rocky Helmet,Psychic Surge,Fairy,Dazzling Gleam,Helping Hand,Trick Room,Follow Me,Iron Crown,Booster Energy,Quark Drive,Water,Expanding Force,Tachyon Cutter,Tera Blast,Protect,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Wood Hammer,Follow Me,Spiky Shield,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,U-turn,Tornadus,Focus Sash,Prankster,Steel,Bleakwind Storm,Tailwind,Rain Dance,Protect,Regidrago,Dragon Fang,Dragon's Maw,Steel,Dragon Energy,Draco Meteor,Earth Power,Protect,6
Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,U-turn,Incineroar,Safety Goggles,Intimidate,Grass,Fake Out,Parting Shot,Flare Blitz,Knock Off,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Protect,Moonblast,Shadow Ball,Dazzling Gleam,Amoonguss,Sitrus Berry,Regenerator,Water,Protect,Sludge Bomb,Spore,Rage Powder,Landorus,Life Orb,Sheer Force,Steel,Protect,Earth Power,Substitute,Sludge Bomb,Tornadus,Focus Sash,Prankster,Ghost,Protect,Bleakwind Storm,Rain Dance,Tailwind,47
Urshifu,Choice Band,Unseen Fist,Grass,Wicked Blow,Close Combat,Iron Head,Sucker Punch,Hatterene,Covert Cloak,Magic Bounce,Fire,Expanding Force,Dazzling Gleam,Psyshock,Trick Room,Indeedee-F,Rocky Helmet,Psychic Surge,Dragon,Psyshock,Follow Me,Healing Wish,Trick Room,Torkoal,Choice Specs,Drought,Fire,Eruption,Heat Wave,Weather Ball,Earth Power,Farigiraf,Safety Goggles,Armor Tail,Fire,Hyper Voice,Psyshock,Helping Hand,Trick Room,Smeargle,Focus Sash,Technician,Grass,Spore,Follow Me,Fake Out,Decorate,55
Indeedee-F,Psychic Seed,Psychic Surge,Grass,Dazzling Gleam,Follow Me,Helping Hand,Trick Room,Chi-Yu,Iron Ball,Beads of Ruin,Ghost,Dark Pulse,Heat Wave,Nasty Plot,Snarl,Hatterene,Life Orb,Magic Bounce,Psychic,Expanding Force,Dazzling Gleam,Calm Mind,Trick Room,Pelipper,Focus Sash,Drizzle,Ghost,Hurricane,Tailwind,Wide Guard,Weather Ball,Archaludon,Assault Vest,Stamina,Fairy,Flash Cannon,Dragon Pulse,Electro Shot,Body Press,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Steel,Surging Strikes,Close Combat,Aqua Jet,U-turn,0
Heatran,Safety Goggles,Flash Fire,Bug,Heat Wave,Earth Power,Flash Cannon,Protect,Zapdos-Galar,Choice Scarf,Defiant,Ghost,Brave Bird,Close Combat,U-turn,Knock Off,Iron Bundle,Booster Energy,Quark Drive,Ghost,Freeze-Dry,Icy Wind,Encore,Protect,Baxcalibur,Clear Amulet,Thermal Exchange,Fire,Glaive Rush,Icicle Crash,Ice Shard,Protect,Landorus,Life Orb,Sheer Force,Steel,Earth Power,Sludge Bomb,Taunt,Protect,Ogerpon,Focus Sash,Defiant,Grass,Ivy Cudgel,Superpower,Follow Me,Spiky Shield,0
Raging Bolt,Leftovers,Protosynthesis,Fairy,Thunderclap,Dragon Pulse,Calm Mind,Protect,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,U-turn,Aqua Jet,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Will-O-Wisp,Parting Shot,Fake Out,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Icicle Crash,Sucker Punch,Sacred Sword,Protect,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,Grassy Glide,U-turn,Fake Out,1
Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,Ice Punch,Surging Strikes,Aqua Jet,Detect,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Spiky Shield,Focus Energy,Grassy Glide,Chien-Pao,Focus Sash,Sword of Ruin,Ice,Icicle Crash,Sacred Sword,Protect,Ice Shard,Clefairy,Eviolite,Friend Guard,Ghost,Helping Hand,Sing,Follow Me,Protect,Rillaboom,Assault Vest,Grassy Surge,Water,Grassy Glide,U-turn,Wood Hammer,Fake Out,Raging Bolt,Booster Energy,Protosynthesis,Electric,Thunderclap,Protect,Dragon Pulse,Electroweb,0
Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,Grassy Glide,U-turn,Fake Out,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Icicle Crash,Sucker Punch,Sacred Sword,Protect,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Aqua Jet,Close Combat,U-turn,Raging Bolt,Leftovers,Protosynthesis,Fairy,Thunderclap,Dragon Pulse,Calm Mind,Protect,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Knock Off,Parting Shot,Fake Out,1
Flutter Mane,Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Icy Wind,Taunt,Protect,Raging Bolt,Assault Vest,Protosynthesis,Electric,Electroweb,Snarl,Thunderclap,Draco Meteor,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Detect,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Entei,Life Orb,Inner Focus,Grass,Sacred Fire,Extreme Speed,Stone Edge,Protect,Cresselia,Rocky Helmet,Levitate,Ghost,Stored Power,Moonlight,Dazzling Gleam,Calm Mind,0
Cresselia,Safety Goggles,Levitate,Fairy,Moonblast,Helping Hand,Lunar Blessing,Trick Room,Incineroar,Assault Vest,Intimidate,Ghost,Flare Blitz,Knock Off,U-turn,Fake Out,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Shadow Ball,Dazzling Gleam,Power Gem,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Ursaluna,Flame Orb,Guts,Dragon,Facade,Earthquake,Swords Dance,Protect,Raging Bolt,Life Orb,Protosynthesis,Bug,Thunderbolt,Dragon Pulse,Thunderclap,Protect,23
Dondozo,Leftovers,Unaware,Bug,Wave Crash,Fissure,Yawn,Protect,Corviknight,Sitrus Berry,Mirror Armor,Fairy,Iron Head,Brave Bird,Bulk Up,Roost,Ting-Lu,Rocky Helmet,Vessel of Ruin,Poison,Sand Tomb,Ruination,Protect,Taunt,Gouging Fire,Booster Energy,Protosynthesis,Fairy,Burning Bulwark,Howl,Heat Crash,Breaking Swipe,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Icicle Crash,Protect,Sucker Punch,Sacred Sword,Dragonite,Choice Band,Inner Focus,Normal,Extreme Speed,Aerial Ace,Outrage,Low Kick,0
Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,Ice Spinner,U-turn,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Grassy Glide,Swords Dance,Spiky Shield,Incineroar,Sitrus Berry,Intimidate,Ghost,Fake Out,Flare Blitz,Parting Shot,Will-O-Wisp,Rillaboom,Assault Vest,Grassy Surge,Fire,Fake Out,Wood Hammer,U-turn,Grassy Glide,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect,Raging Bolt,Leftovers,Protosynthesis,Fairy,Thunderclap,Dragon Pulse,Calm Mind,Protect,1
Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Swords Dance,Spiky Shield,Gholdengo,Metal Coat,Good as Gold,Fairy,Make It Rain,Protect,Nasty Plot,Shadow Ball,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Protect,Substitute,Tornadus,Rocky Helmet,Prankster,Steel,Protect,Tailwind,Rain Dance,Bleakwind Storm,Incineroar,Figy Berry,Intimidate,Grass,Flare Blitz,Fake Out,Knock Off,Parting Shot,Clefairy,Eviolite,Friend Guard,Fire,Follow Me,Moonblast,Sing,Protect,54
Moltres-Galar,Choice Specs,Berserk,Dark,Fiery Wrath,Air Slash,Dark Pulse,U-turn,Grimmsnarl,Light Clay,Prankster,Fire,Spirit Break,Reflect,Light Screen,Thunder Wave,Ogerpon-Cornerstone,Cornerstone Mask,Sturdy,Rock,Ivy Cudgel,Power Whip,Follow Me,Spiky Shield,Bronzong,Leftovers,Levitate,Fire,Body Press,Iron Defense,Gyro Ball,Trick Room,Okidogi,Assault Vest,Guard Dog,Dragon,Gunk Shot,Drain Punch,Knock Off,Upper Hand,Amoonguss,Occa Berry,Regenerator,Dark,Pollen Puff,Spore,Rage Powder,Protect,0
Amoonguss,Sitrus Berry,Regenerator,Fairy,Spore,Sludge Bomb,Pollen Puff,Rage Powder,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Spiky Shield,Follow Me,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Fake Out,Parting Shot,Helping Hand,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Shadow Ball,Dazzling Gleam,Perish Song,Iron Hands,Assault Vest,Quark Drive,Water,Wild Charge,Drain Punch,Volt Switch,Fake Out,Roaring Moon,Booster Energy,Protosynthesis,Flying,Knock Off,Acrobatics,Dragon Dance,Protect,7
Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,U-turn,Aqua Jet,Amoonguss,Sitrus Berry,Regenerator,Fairy,Sludge Bomb,Spore,Rage Powder,Protect,Pelipper,Rocky Helmet,Drizzle,Grass,Weather Ball,Hurricane,Wide Guard,Protect,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Icicle Crash,Sucker Punch,Sacred Sword,Protect,Dragonite,Assault Vest,Inner Focus,Normal,Aerial Ace,Extreme Speed,Ice Spinner,Stomping Tantrum,Gholdengo,Life Orb,Good as Gold,Steel,Make It Rain,Shadow Ball,Nasty Plot,Protect,52
Gholdengo,Metal Coat,Good as Gold,Fairy,Shadow Ball,Make It Rain,Nasty Plot,Protect,Landorus,Life Orb,Sheer Force,Steel,Earth Power,Sludge Bomb,Substitute,Protect,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Close Combat,Surging Strikes,Aqua Jet,U-turn,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Knock Off,Parting Shot,Fake Out,Porygon2,Eviolite,Download,Poison,Tera Blast,Ice Beam,Recover,Trick Room,Amoonguss,Rocky Helmet,Regenerator,Water,Rage Powder,Spore,Sludge Bomb,Pollen Puff,12
Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Icicle Crash,Protect,Sucker Punch,Sacred Sword,Raging Bolt,Booster Energy,Protosynthesis,Fairy,Dragon Pulse,Thunderclap,Calm Mind,Protect,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Steel,Surging Strikes,Close Combat,Aqua Jet,U-turn,Gholdengo,Leftovers,Good as Gold,Fairy,Make It Rain,Dazzling Gleam,Nasty Plot,Protect,Rillaboom,Assault Vest,Grassy Surge,Fire,Grassy Glide,Fake Out,Wood Hammer,High Horsepower,Incineroar,Sitrus Berry,Intimidate,Ghost,Knock Off,Flare Blitz,Parting Shot,Fake Out,1
Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Swords Dance,Ivy Cudgel,Grassy Glide,Spiky Shield,Flutter Mane,Booster Energy,Protosynthesis,Stellar,Moonblast,Shadow Ball,Icy Wind,Protect,Iron Boulder,Choice Band,Quark Drive,Fairy,Mighty Cleave,Zen Headbutt,Close Combat,Megahorn,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Flare Blitz,Will-O-Wisp,Parting Shot,Primarina,Leftovers,Liquid Voice,Grass,Calm Mind,Hyper Voice,Moonblast,Protect,Rillaboom,Assault Vest,Grassy Surge,Fire,Fake Out,Wood Hammer,High Horsepower,Grassy Glide,0
Raging Bolt,Booster Energy,Protosynthesis,Fairy,Thunderbolt,Dragon Pulse,Thunderclap,Protect,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,Grassy Glide,U-turn,Fake Out,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Icicle Crash,Sucker Punch,Sacred Sword,Protect,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Parting Shot,Will-O-Wisp,Fake Out,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Steel,Surging Strikes,Close Combat,Aqua Jet,U-turn,Volcarona,Leftovers,Flame Body,Fairy,Heat Wave,Tera Blast,Quiver Dance,Protect,1
Ursaluna,Flame Orb,Guts,Fairy,Facade,Headlong Rush,Earthquake,Yawn,Armarouge,Psychic Seed,Flash Fire,Grass,Expanding Force,Flamethrower,Wide Guard,Trick Room,Gallade,Clear Amulet,Sharpness,Fire,Sacred Sword,Psycho Cut,Taunt,Trick Room,Indeedee-F,Rocky Helmet,Psychic Surge,Dragon,Helping Hand,Follow Me,Skill Swap,Trick Room,Landorus-Therian,Safety Goggles,Intimidate,Fairy,Earth Power,Sludge Bomb,Tera Blast,Imprison,Torkoal,Charcoal,Drought,Fire,Eruption,Weather Ball,Solar Beam,Clear Smog,0
Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,U-turn,Fake Out,Grassy Glide,Raging Bolt,Leftovers,Protosynthesis,Fairy,Dragon Pulse,Thunderclap,Protect,Calm Mind,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Protect,Substitute,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Icicle Crash,Sucker Punch,Protect,Sacred Sword,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Knock Off,Fake Out,Parting Shot,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,U-turn,Aqua Jet,1
Incineroar,Shuca Berry,Intimidate,Ghost,Flare Blitz,Will-O-Wisp,Fake Out,Parting Shot,Gholdengo,Leftovers,Good as Gold,Fairy,Make It Rain,Dazzling Gleam,Nasty Plot,Protect,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Icicle Crash,Sucker Punch,Sacred Sword,Protect,Raging Bolt,Booster Energy,Protosynthesis,Fairy,Thunderclap,Dragon Pulse,Calm Mind,Protect,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Steel,Surging Strikes,Close Combat,Aqua Jet,U-turn,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,Grassy Glide,High Horsepower,Fake Out,1
Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderclap,Thunderbolt,Snarl,Draco Meteor,Cresselia,Safety Goggles,Levitate,Poison,Psychic,Ice Beam,Trick Room,Lunar Blessing,Ursaluna,Flame Orb,Guts,Ghost,Protect,Headlong Rush,Earthquake,Facade,Incineroar,Sitrus Berry,Intimidate,Ghost,Flare Blitz,Fake Out,Parting Shot,Knock Off,Amoonguss,Rocky Helmet,Regenerator,Fairy,Sludge Bomb,Rage Powder,Pollen Puff,Spore,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,U-turn,Close Combat,Aqua Jet,0
Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Wood Hammer,Encore,Spiky Shield,Rillaboom,Assault Vest,Grassy Surge,Fire,Fake Out,Wood Hammer,Grassy Glide,U-turn,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,U-turn,Ice Spinner,Raging Bolt,Booster Energy,Protosynthesis,Fairy,Thunderclap,Dragon Pulse,Calm Mind,Protect,Incineroar,Sitrus Berry,Intimidate,Ghost,Fake Out,Knock Off,Parting Shot,Will-O-Wisp,1
Roaring Moon,Booster Energy,Protosynthesis,Bug,Tailwind,Breaking Swipe,Knock Off,Protect,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Wood Hammer,Follow Me,Spiky Shield,Indeedee-F,Psychic Seed,Psychic Surge,Fire,Follow Me,Trick Room,Dazzling Gleam,Helping Hand,Hatterene,Life Orb,Magic Bounce,Fairy,Trick Room,Expanding Force,Dazzling Gleam,Protect,Ursaluna-Bloodmoon,Silk Scarf,Mind’s Eye,Normal,Hyper Voice,Blood Moon,Earth Power,Protect,Okidogi,Assault Vest,Guard Dog,Ghost,Gunk Shot,Drain Punch,High Horsepower,Ice Punch,0
Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Icy Wind,Taunt,Protect,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Protect,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Dragon Pulse,Thunderclap,Snarl,Electroweb,Landorus,Life Orb,Sheer Force,Steel,Earth Power,Sludge Bomb,Substitute,Protect,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Wood Hammer,Follow Me,Spiky Shield,Entei,Choice Band,Inner Focus,Normal,Sacred Fire,Extreme Speed,Stomping Tantrum,Flare Blitz,4
Incineroar,Shuca Berry,Intimidate,Ghost,Flare Blitz,Knock Off,Fake Out,Parting Shot,Rillaboom,Assault Vest,Grassy Surge,Fire,Grassy Glide,Wood Hammer,High Horsepower,Fake Out,Amoonguss,Sitrus Berry,Regenerator,Water,Rage Powder,Spore,Sludge Bomb,Protect,Raging Bolt,Leftovers,Protosynthesis,Fairy,Dragon Pulse,Thunderclap,Calm Mind,Protect,Flutter Mane,Choice Specs,Protosynthesis,Grass,Dazzling Gleam,Shadow Ball,Moonblast,Power Gem,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,U-turn,Aqua Jet,42
Incineroar,Figy Berry,Intimidate,Ghost,Flare Blitz,Knock Off,Parting Shot,Fake Out,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Protect,Moonblast,Shadow Ball,Dazzling Gleam,Amoonguss,Sitrus Berry,Regenerator,Water,Protect,Spore,Rage Powder,Sludge Bomb,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderbolt,Draco Meteor,Thunderclap,Snarl,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Spiky Shield,Ivy Cudgel,Horn Leech,Follow Me,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Protect,Ice Spinner,Sucker Punch,Sacred Sword,7
Amoonguss,Mental Herb,Regenerator,Fairy,Spore,Rage Powder,Protect,Pollen Puff,Gholdengo,Leftovers,Good as Gold,Dragon,Make It Rain,Shadow Ball,Nasty Plot,Protect,Tornadus,Rocky Helmet,Prankster,Steel,Bleakwind Storm,Rain Dance,Tailwind,Protect,Urshifu-Rapid-Strike,Life Orb,Unseen Fist,Poison,Surging Strikes,Close Combat,Aqua Jet,Detect,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Ice Spinner,Sucker Punch,Sacred Sword,Protect,Landorus-Therian,Choice Band,Intimidate,Steel,Stomping Tantrum,Earthquake,Rock Slide,U-turn,0
Gouging Fire,Booster Energy,Protosynthesis,Fairy,Heat Crash,Breaking Swipe,Howl,Burning Bulwark,Dragonite,Assault Vest,Inner Focus,Normal,Extreme Speed,Aerial Ace,Stomping Tantrum,Iron Head,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Ice Spinner,Sucker Punch,Sacred Sword,Protect,Dondozo,Sitrus Berry,Oblivious,Fairy,Wave Crash,Heavy Slam,Yawn,Protect,Gholdengo,Metal Coat,Good as Gold,Fairy,Make It Rain,Shadow Ball,Nasty Plot,Protect,Ting-Lu,Rocky Helmet,Vessel of Ruin,Poison,Sand Tomb,Ruination,Taunt,Protect,50
Gouging Fire,Booster Energy,Protosynthesis,Fairy,Burning Bulwark,Howl,Breaking Swipe,Heat Crash,Landorus,Life Orb,Sheer Force,Steel,Earth Power,Sludge Bomb,Substitute,Protect,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Power Gem,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Spiky Shield,Ivy Cudgel,Horn Leech,Follow Me,Kingambit,Black Glasses,Defiant,Dragon,Kowtow Cleave,Sucker Punch,Swords Dance,Protect,Rillaboom,Clear Amulet,Grassy Surge,Fire,Wood Hammer,Grassy Glide,Taunt,Fake Out,3
Raging Bolt,Leftovers,Protosynthesis,Fairy,Thunderclap,Dragon Pulse,Calm Mind,Protect,Landorus,Life Orb,Sheer Force,Steel,Earth Power,Sludge Bomb,Substitute,Protect,Incineroar,Sitrus Berry,Intimidate,Ghost,Fake Out,Flare Blitz,Parting Shot,Will-O-Wisp,Rillaboom,Assault Vest,Grassy Surge,Fire,Fake Out,Grassy Glide,Drum Beating,U-turn,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Spiky Shield,Ivy Cudgel,Encore,Grassy Glide,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Steel,U-turn,Surging Strikes,Close Combat,Ice Spinner,1
Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Aqua Jet,U-turn,Close Combat,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Icicle Crash,Sacred Sword,Sucker Punch,Protect,Pelipper,Rocky Helmet,Drizzle,Grass,Weather Ball,Hurricane,Wide Guard,Protect,Dragonite,Assault Vest,Inner Focus,Normal,Extreme Speed,Stomping Tantrum,Ice Spinner,Aerial Ace,Amoonguss,Sitrus Berry,Regenerator,Fairy,Spore,Sludge Bomb,Rage Powder,Protect,Gholdengo,Life Orb,Good as Gold,Steel,Shadow Ball,Make It Rain,Protect,Nasty Plot,52
Gouging Fire,Booster Energy,Protosynthesis,Fairy,Burning Bulwark,Howl,Heat Crash,Breaking Swipe,Dragonite,Assault Vest,Inner Focus,Normal,Extreme Speed,Aerial Ace,Stomping Tantrum,Aqua Jet,Ogerpon,Sitrus Berry,Defiant,Grass,Ivy Cudgel,Superpower,Swords Dance,Spiky Shield,Ting-Lu,Rocky Helmet,Vessel of Ruin,Poison,Stealth Rock,Ruination,Taunt,Sand Tomb,Dondozo,Leftovers,Oblivious,Steel,Protect,Wave Crash,Yawn,Fissure,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Ice Spinner,Protect,Sucker Punch,Sacred Sword,0
Tornadus,Focus Sash,Prankster,Ghost,Bleakwind Storm,Tailwind,Rain Dance,Protect,Raging Bolt,Leftovers,Protosynthesis,Bug,Thunderbolt,Dragon Pulse,Calm Mind,Protect,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Protect,Amoonguss,Mental Herb,Regenerator,Fire,Sludge Bomb,Spore,Rage Powder,Protect,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Steel,Surging Strikes,Close Combat,Substitute,Detect,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Flare Blitz,Taunt,Parting Shot,0
Roaring Moon,Booster Energy,Protosynthesis,Flying,Knock Off,Acrobatics,Dragon Dance,Protect,Iron Hands,Assault Vest,Quark Drive,Water,Drain Punch,Wild Charge,Heavy Slam,Fake Out,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Wood Hammer,Follow Me,Spiky Shield,Amoonguss,Sitrus Berry,Regenerator,Fairy,Spore,Rage Powder,Pollen Puff,Sludge Bomb,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Knock Off,Parting Shot,Fake Out,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Perish Song,7
Baxcalibur,Clear Amulet,Thermal Exchange,Poison,Icicle Crash,Glaive Rush,Ice Shard,Protect,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Fire,Surging Strikes,Close Combat,Aqua Jet,U-turn,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Icy Wind,Taunt,Protect,Amoonguss,Sitrus Berry,Regenerator,Fairy,Spore,Rage Powder,Sludge Bomb,Pollen Puff,Archaludon,Assault Vest,Stamina,Bug,Dragon Pulse,Flash Cannon,Electro Shot,Body Press,Pelipper,Focus Sash,Drizzle,Ghost,Hurricane,Weather Ball,Tailwind,Wide Guard,14
Incineroar,Sitrus Berry,Intimidate,Ghost,Fake Out,Flare Blitz,Will-O-Wisp,Parting Shot,Grimmsnarl,Light Clay,Prankster,Ghost,Reflect,Light Screen,Thunder Wave,Spirit Break,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Spiky Shield,Swords Dance,Ivy Cudgel,Horn Leech,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderclap,Thunderbolt,Dragon Pulse,Snarl,Landorus,Life Orb,Sheer Force,Steel,Protect,Substitute,Earth Power,Sludge Bomb,Rillaboom,Miracle Seed,Grassy Surge,Fire,Fake Out,Grassy Glide,Wood Hammer,Taunt,0
Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Icicle Crash,Sacred Sword,Sucker Punch,Protect,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Fake Out,Parting Shot,Knock Off,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Steel,Surging Strikes,Close Combat,Aqua Jet,Detect,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Electroweb,Draco Meteor,Thunderclap,Snarl,Dragapult,Choice Band,Clear Body,Ghost,U-turn,Tera Blast,Dragon Darts,Phantom Force,Amoonguss,Sitrus Berry,Regenerator,Fairy,Spore,Rage Powder,Sludge Bomb,Protect,0
Iron Hands,Clear Amulet,Quark Drive,Fire,Fake Out,Wild Charge,Close Combat,Heavy Slam,Farigiraf,Sitrus Berry,Armor Tail,Fairy,Dazzling Gleam,Trick Room,Calm Mind,Psychic,Tornadus,Rocky Helmet,Prankster,Steel,Tailwind,Bleakwind Storm,Taunt,Protect,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Wood Hammer,Stomping Tantrum,Spiky Shield,Ursaluna-Bloodmoon,Life Orb,Mind’s Eye,Normal,Protect,Hyper Voice,Blood Moon,Earth Power,Urshifu,Focus Sash,Unseen Fist,Stellar,Wicked Blow,Sucker Punch,Close Combat,Detect,2
